atm_inventario_año;atm_inventario_grupo_cont;atm_inventario_sector;atm_inventario_sector_descripcion;atm_inventario_cont_desc;atm_inventario_cont_unidades;atm_inventario_cont_cantidad
2006;Contaminantes orgánicos persistentes;9;Tratamiento y eliminación de residuos;DIOX;g;2,9
2006;Contaminantes orgánicos persistentes;10;Agricultura;DIOX;g;0
2006;Contaminantes orgánicos persistentes;11;Otras fuentes y sumideros (naturaleza);DIOX;g;0
2006;Contaminantes orgánicos persistentes;1;Combustión en la producción y transformación de energía;BENZO(a);kg;0,01
2006;Contaminantes orgánicos persistentes;2;Plantas de combustión no industrial;BENZO(a);kg;779,77
2006;Contaminantes orgánicos persistentes;3;Plantas de combustión industrial;BENZO(a);kg;48,42
2006;Contaminantes orgánicos persistentes;4;Procesos industriales sin combustión;BENZO(a);kg;0
2006;Contaminantes orgánicos persistentes;5;Extracción y distribución de combustibles fósiles y energía geotérmica;BENZO(a);kg;0
2006;Contaminantes orgánicos persistentes;6;Uso de disolventes y otros productos;BENZO(a);kg;1,5
2006;Contaminantes orgánicos persistentes;7;Transporte por carretera;BENZO(a);kg;58,21
2006;Contaminantes orgánicos persistentes;8;Otros modos de transporte y maquinaria móvil;BENZO(a);kg;1,85
2006;Contaminantes orgánicos persistentes;9;Tratamiento y eliminación de residuos;BENZO(a);kg;0,17
2006;Contaminantes orgánicos persistentes;10;Agricultura;BENZO(a);kg;0,01
2006;Contaminantes orgánicos persistentes;11;Otras fuentes y sumideros (naturaleza);BENZO(a);kg;0
2006;Contaminantes orgánicos persistentes;1;Combustión en la producción y transformación de energía;BENZO(b);kg;0,02
2006;Contaminantes orgánicos persistentes;2;Plantas de combustión no industrial;BENZO(b);kg;745,61
2006;Contaminantes orgánicos persistentes;3;Plantas de combustión industrial;BENZO(b);kg;79,41
2006;Contaminantes orgánicos persistentes;4;Procesos industriales sin combustión;BENZO(b);kg;0
2006;Contaminantes orgánicos persistentes;5;Extracción y distribución de combustibles fósiles y energía geotérmica;BENZO(b);kg;0
2006;Contaminantes orgánicos persistentes;6;Uso de disolventes y otros productos;BENZO(b);kg;0,61
2006;Contaminantes orgánicos persistentes;7;Transporte por carretera;BENZO(b);kg;79,43
2006;Contaminantes orgánicos persistentes;8;Otros modos de transporte y maquinaria móvil;BENZO(b);kg;3,08
2006;Contaminantes orgánicos persistentes;9;Tratamiento y eliminación de residuos;BENZO(b);kg;0,32
2006;Contaminantes orgánicos persistentes;10;Agricultura;BENZO(b);kg;0,02
2006;Contaminantes orgánicos persistentes;11;Otras fuentes y sumideros (naturaleza);BENZO(b);kg;0
2006;Contaminantes orgánicos persistentes;1;Combustión en la producción y transformación de energía;BENZO(k);kg;0,01
2006;Contaminantes orgánicos persistentes;2;Plantas de combustión no industrial;BENZO(k);kg;301,66
2006;Contaminantes orgánicos persistentes;3;Plantas de combustión industrial;BENZO(k);kg;26,15
2006;Contaminantes orgánicos persistentes;4;Procesos industriales sin combustión;BENZO(k);kg;0
2006;Contaminantes orgánicos persistentes;5;Extracción y distribución de combustibles fósiles y energía geotérmica;BENZO(k);kg;0
2006;Contaminantes orgánicos persistentes;6;Uso de disolventes y otros productos;BENZO(k);kg;0,61
2006;Contaminantes orgánicos persistentes;7;Transporte por carretera;BENZO(k);kg;67,27
2006;Contaminantes orgánicos persistentes;8;Otros modos de transporte y maquinaria móvil;BENZO(k);kg;2,12
2006;Contaminantes orgánicos persistentes;9;Tratamiento y eliminación de residuos;BENZO(k);kg;0,72
2006;Contaminantes orgánicos persistentes;10;Agricultura;BENZO(k);kg;0,01
2006;Contaminantes orgánicos persistentes;11;Otras fuentes y sumideros (naturaleza);BENZO(k);kg;0
2006;Contaminantes orgánicos persistentes;1;Combustión en la producción y transformación de energía;INDENO;kg;0,01
2006;Contaminantes orgánicos persistentes;2;Plantas de combustión no industrial;INDENO;kg;293,08
2006;Contaminantes orgánicos persistentes;3;Plantas de combustión industrial;INDENO;kg;21,6
2006;Contaminantes orgánicos persistentes;4;Procesos industriales sin combustión;INDENO;kg;0
2006;Contaminantes orgánicos persistentes;5;Extracción y distribución de combustibles fósiles y energía geotérmica;INDENO;kg;0
2006;Contaminantes orgánicos persistentes;6;Uso de disolventes y otros productos;INDENO;kg;0,61
2006;Contaminantes orgánicos persistentes;7;Transporte por carretera;INDENO;kg;57,72
2006;Contaminantes orgánicos persistentes;8;Otros modos de transporte y maquinaria móvil;INDENO;kg;6,55
2006;Contaminantes orgánicos persistentes;9;Tratamiento y eliminación de residuos;INDENO;kg;0
2006;Contaminantes orgánicos persistentes;10;Agricultura;INDENO;kg;0,01
2006;Contaminantes orgánicos persistentes;11;Otras fuentes y sumideros (naturaleza);INDENO;kg;0
2006;Contaminantes orgánicos persistentes;1;Combustión en la producción y transformación de energía;HAP;kg;0,05
2006;Contaminantes orgánicos persistentes;2;Plantas de combustión no industrial;HAP;kg;2120,12
2006;Contaminantes orgánicos persistentes;3;Plantas de combustión industrial;HAP;kg;175,57
2006;Contaminantes orgánicos persistentes;4;Procesos industriales sin combustión;HAP;kg;521,02
2006;Contaminantes orgánicos persistentes;5;Extracción y distribución de combustibles fósiles y energía geotérmica;HAP;kg;0
2006;Contaminantes orgánicos persistentes;6;Uso de disolventes y otros productos;HAP;kg;3,35
2006;Contaminantes orgánicos persistentes;7;Transporte por carretera;HAP;kg;262,63
2006;Contaminantes orgánicos persistentes;8;Otros modos de transporte y maquinaria móvil;HAP;kg;13,59
2006;Contaminantes orgánicos persistentes;9;Tratamiento y eliminación de residuos;HAP;kg;1,21
2006;Contaminantes orgánicos persistentes;10;Agricultura;HAP;kg;0,05
2006;Contaminantes orgánicos persistentes;11;Otras fuentes y sumideros (naturaleza);HAP;kg;0
2006;Contaminantes orgánicos persistentes;1;Combustión en la producción y transformación de energía;PCB;kg;0
2006;Contaminantes orgánicos persistentes;2;Plantas de combustión no industrial;PCB;kg;0,45
2006;Contaminantes orgánicos persistentes;3;Plantas de combustión industrial;PCB;kg;0,02
2006;Contaminantes orgánicos persistentes;4;Procesos industriales sin combustión;PCB;kg;2,71
2006;Contaminantes orgánicos persistentes;5;Extracción y distribución de combustibles fósiles y energía geotérmica;PCB;kg;0
2006;Contaminantes orgánicos persistentes;6;Uso de disolventes y otros productos;PCB;kg;144,73
2006;Contaminantes orgánicos persistentes;7;Transporte por carretera;PCB;kg;0,45
2006;Contaminantes orgánicos persistentes;8;Otros modos de transporte y maquinaria móvil;PCB;kg;0
2006;Contaminantes orgánicos persistentes;9;Tratamiento y eliminación de residuos;PCB;kg;0,01
2006;Contaminantes orgánicos persistentes;10;Agricultura;PCB;kg;0
2006;Contaminantes orgánicos persistentes;11;Otras fuentes y sumideros (naturaleza);PCB;kg;0
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;1;Combustión en la producción y transformación de energía;SOx;t;0,16
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;2;Plantas de combustión no industrial;SOx;t;7802,24
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;3;Plantas de combustión industrial;SOx;t;7383,52
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;4;Procesos industriales sin combustión;SOx;t;57,59
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;5;Extracción y distribución de combustibles fósiles y energía geotérmica;SOx;t;0
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;6;Uso de disolventes y otros productos;SOx;t;2,21
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;7;Transporte por carretera;SOx;t;356,16
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;8;Otros modos de transporte y maquinaria móvil;SOx;t;1757,55
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;9;Tratamiento y eliminación de residuos;SOx;t;9,84
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;10;Agricultura;SOx;t;0,01
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;11;Otras fuentes y sumideros (naturaleza);SOx;t;11,24
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;1;Combustión en la producción y transformación de energía;NOx;t;281,3
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;2;Plantas de combustión no industrial;NOx;t;7066,9
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;3;Plantas de combustión industrial;NOx;t;11133,44
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;4;Procesos industriales sin combustión;NOx;t;124,78
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;5;Extracción y distribución de combustibles fósiles y energía geotérmica;NOx;t;0
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;6;Uso de disolventes y otros productos;NOx;t;26,15
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;7;Transporte por carretera;NOx;t;53776,92
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;8;Otros modos de transporte y maquinaria móvil;NOx;t;31418,26
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;9;Tratamiento y eliminación de residuos;NOx;t;749,21
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;10;Agricultura;NOx;t;749,78
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;11;Otras fuentes y sumideros (naturaleza);NOx;t;56,09
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;1;Combustión en la producción y transformación de energía;COVNM;t;1,4
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;2;Plantas de combustión no industrial;COVNM;t;1206,4
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;3;Plantas de combustión industrial;COVNM;t;2404,28
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;4;Procesos industriales sin combustión;COVNM;t;1316,33
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;5;Extracción y distribución de combustibles fósiles y energía geotérmica;COVNM;t;1222,09
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;6;Uso de disolventes y otros productos;COVNM;t;51411,56
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;7;Transporte por carretera;COVNM;t;13312,27
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;8;Otros modos de transporte y maquinaria móvil;COVNM;t;830,88
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;9;Tratamiento y eliminación de residuos;COVNM;t;520,37
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;10;Agricultura;COVNM;t;824,7
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;11;Otras fuentes y sumideros (naturaleza);COVNM;t;149,23
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;1;Combustión en la producción y transformación de energía;CH4;t;2,78
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;2;Plantas de combustión no industrial;CH4;t;2057,77
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;3;Plantas de combustión industrial;CH4;t;4570,14
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;4;Procesos industriales sin combustión;CH4;t;0
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;5;Extracción y distribución de combustibles fósiles y energía geotérmica;CH4;t;655,87
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;6;Uso de disolventes y otros productos;CH4;t;0
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;7;Transporte por carretera;CH4;t;1240,34
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;8;Otros modos de transporte y maquinaria móvil;CH4;t;48,16
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;9;Tratamiento y eliminación de residuos;CH4;t;48874,54
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;10;Agricultura;CH4;t;6205,46
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;11;Otras fuentes y sumideros (naturaleza);CH4;t;42,41
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;1;Combustión en la producción y transformación de energía;CO;t;458,04
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;2;Plantas de combustión no industrial;CO;t;17726,43
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;3;Plantas de combustión industrial;CO;t;9740,81
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;4;Procesos industriales sin combustión;CO;t;1632,16
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;5;Extracción y distribución de combustibles fósiles y energía geotérmica;CO;t;0
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;6;Uso de disolventes y otros productos;CO;t;799,75
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;7;Transporte por carretera;CO;t;109396,8
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;8;Otros modos de transporte y maquinaria móvil;CO;t;6973,99
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;9;Tratamiento y eliminación de residuos;CO;t;2117,7
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;10;Agricultura;CO;t;1,54
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;11;Otras fuentes y sumideros (naturaleza);CO;t;1620,79
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;1;Combustión en la producción y transformación de energía;CO2;kt;35,93
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;2;Plantas de combustión no industrial;CO2;kt;6733,39
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;3;Plantas de combustión industrial;CO2;kt;4681,01
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;4;Procesos industriales sin combustión;CO2;kt;1495,75
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;5;Extracción y distribución de combustibles fósiles y energía geotérmica;CO2;kt;0,01
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;6;Uso de disolventes y otros productos;CO2;kt;0
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;7;Transporte por carretera;CO2;kt;11629,31
2005;Acidificadores, precursores de ozono y gases de efecto invernadero;8;Otros modos de transporte y maquinaria móvil;CO2;kt;6372,65
